日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
2014-01-02,8.31,8.37,8.22,8.35,0.03,0.36,68003,5641,1.80,1.35
2014-01-03,8.34,8.34,8.11,8.13,-0.22,-2.63,93526,7648,2.75,1.86
2014-01-06,8.23,8.35,8.11,8.13,0.00,0.00,135218,11121,2.95,2.69
2014-01-07,8.01,8.11,7.90,8.06,-0.07,-0.86,75704,6077,2.58,1.51
2014-01-08,8.02,8.19,8.00,8.08,0.02,0.25,63224,5106,2.36,1.26
2014-01-09,8.10,8.18,7.92,8.07,-0.01,-0.12,71461,5760,3.22,1.42
2014-01-10,7.99,8.00,7.69,7.70,-0.37,-4.58,101436,7919,3.84,2.02
2014-01-13,7.70,7.76,7.25,7.42,-0.28,-3.64,86258,6465,6.62,1.72
2014-01-14,7.39,7.55,7.37,7.52,0.10,1.35,47030,3515,2.43,0.94
2014-01-15,7.49,7.55,7.35,7.48,-0.04,-0.53,54247,4048,2.66,1.08
2014-01-16,7.48,7.57,7.42,7.50,0.02,0.27,47211,3547,2.01,0.94
2014-01-17,7.50,7.51,7.31,7.31,-0.19,-2.53,51635,3806,2.67,1.03
2014-01-20,7.35,7.41,7.21,7.28,-0.03,-0.41,51116,3734,2.74,1.02
2014-01-21,7.26,7.39,7.25,7.33,0.05,0.69,38034,2788,1.92,0.76
2014-01-22,7.34,7.54,7.34,7.54,0.21,2.86,76312,5703,2.73,1.52
2014-01-23,7.53,7.68,7.51,7.59,0.05,0.66,85066,6458,2.25,1.69
2014-01-24,7.59,7.79,7.55,7.66,0.07,0.92,99209,7622,3.16,1.98
2014-01-27,7.63,7.65,7.40,7.44,-0.22,-2.87,90344,6812,3.26,1.80
2014-01-28,7.48,7.58,7.42,7.57,0.13,1.75,50408,3786,2.15,1.00
2014-01-29,7.59,7.64,7.54,7.59,0.02,0.26,46556,3528,1.32,0.93
2014-01-30,7.53,7.57,7.49,7.50,-0.09,-1.19,39170,2943,1.05,0.78
2014-02-07,7.51,7.76,7.50,7.76,0.26,3.47,85079,6528,3.47,1.70
2014-02-10,7.82,7.93,7.76,7.89,0.13,1.68,109413,8592,2.19,2.18
2014-02-11,7.89,7.97,7.82,7.93,0.04,0.51,101319,8007,1.90,2.02
2014-02-12,7.95,7.98,7.83,7.96,0.03,0.38,102576,8110,1.89,2.04
2014-02-13,7.92,7.93,7.77,7.78,-0.18,-2.26,97117,7636,2.01,1.93
