日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
2014-01-02,6.23,6.32,6.15,6.19,-0.02,-0.32,10103,627,2.74,0.19
2014-01-03,6.16,6.18,6.00,6.02,-0.17,-2.75,11002,666,2.91,0.20
2014-01-06,5.99,5.99,5.76,5.79,-0.23,-3.82,13977,817,3.82,0.26
2014-01-07,5.77,5.85,5.65,5.77,-0.02,-0.35,6716,388,3.45,0.12
2014-01-08,5.78,5.85,5.65,5.70,-0.07,-1.21,10832,622,3.47,0.20
2014-01-09,5.75,5.80,5.56,5.58,-0.12,-2.11,10367,590,4.21,0.19
2014-01-10,5.58,5.64,5.53,5.55,-0.03,-0.54,7412,413,1.97,0.14
2014-01-13,5.50,5.63,5.50,5.60,0.05,0.90,4761,266,2.34,0.09
2014-01-14,5.60,5.78,5.60,5.76,0.16,2.86,6509,370,3.21,0.12
2014-01-15,5.69,5.75,5.66,5.73,-0.03,-0.52,5691,323,1.56,0.10
2014-01-16,5.72,5.82,5.69,5.73,0.00,0.00,4909,283,2.27,0.09
2014-01-17,5.70,5.75,5.50,5.68,-0.05,-0.87,13911,781,4.36,0.26
2014-01-20,5.57,5.74,5.57,5.72,0.04,0.70,7047,399,2.99,0.13
2014-01-21,5.78,5.78,5.66,5.74,0.02,0.35,12180,696,2.10,0.22
2014-01-22,5.70,5.88,5.66,5.88,0.14,2.44,12953,752,3.83,0.24
2014-01-23,5.94,5.94,5.80,5.81,-0.07,-1.19,8401,490,2.38,0.15
2014-01-24,5.89,5.92,5.81,5.86,0.05,0.86,10073,591,1.89,0.19
2014-01-27,5.89,5.96,5.79,5.79,-0.07,-1.19,25480,1497,2.90,0.47
2014-01-28,5.82,5.82,5.64,5.65,-0.14,-2.42,25984,1480,3.11,0.48
2014-01-29,5.68,5.71,5.65,5.70,0.05,0.89,9723,552,1.06,0.18
2014-01-30,5.70,5.77,5.60,5.71,0.01,0.18,8758,498,2.98,0.16
2014-02-07,5.70,5.76,5.62,5.76,0.05,0.88,8661,495,2.45,0.16
2014-02-10,5.84,5.92,5.70,5.89,0.13,2.26,21001,1232,3.82,0.39
2014-02-11,5.93,5.93,5.82,5.89,0.00,0.00,26389,1553,1.87,0.49
2014-02-12,5.91,6.12,5.86,6.12,0.23,3.90,45193,2717,4.41,0.83
2014-02-13,6.11,6.20,6.03,6.06,-0.06,-0.98,37074,2272,2.78,0.68
2014-02-14,6.05,6.23,6.05,6.20,0.14,2.31,34089,2105,2.97,0.63
2014-02-17,6.24,6.35,6.20,6.26,0.06,0.97,39125,2455,2.42,0.72
2014-02-18,6.28,6.38,6.18,6.27,0.01,0.16,37218,2327,3.19,0.68
2014-02-19,6.24,6.52,6.24,6.50,0.23,3.67,55236,3553,4.47,1.02
2014-02-20,6.52,6.65,6.34,6.43,-0.07,-1.08,32621,2105,4.77,0.60
2014-02-21,6.38,6.45,6.30,6.33,-0.10,-1.56,22400,1424,2.33,0.41
2014-02-24,6.31,6.55,6.20,6.50,0.17,2.69,31483,2004,5.53,0.58
2014-02-25,6.52,6.65,6.32,6.37,-0.13,-2.00,40164,2622,5.08,0.74
2014-02-26,6.32,6.35,6.11,6.28,-0.09,-1.41,24100,1500,3.77,0.44
2014-02-27,6.30,6.81,6.25,6.58,0.30,4.78,64438,4237,8.92,1.19
2014-02-28,6.59,6.70,6.45,6.63,0.05,0.76,40305,2647,3.80,0.74
2014-03-03,6.69,7.29,6.60,7.29,0.66,9.95,146562,10532,10.41,2.70
2014-03-04,7.33,7.51,7.08,7.39,0.10,1.37,119789,8707,5.90,2.20
2014-03-05,7.39,7.39,7.11,7.24,-0.15,-2.03,66771,4823,3.79,1.23
2014-03-06,7.21,7.33,6.99,7.28,0.04,0.55,69283,4970,4.70,1.27
2014-03-07,7.11,7.23,7.00,7.13,-0.15,-2.06,49949,3551,3.16,0.92
2014-03-10,7.00,7.31,6.93,7.07,-0.06,-0.84,67194,4828,5.33,1.24
2014-03-11,7.01,7.45,7.00,7.36,0.29,4.10,66903,4865,6.36,1.23
2014-03-12,7.37,8.10,7.29,7.75,0.39,5.30,110659,8594,11.01,2.04
2014-03-13,7.60,7.75,7.46,7.69,-0.06,-0.77,59073,4489,3.74,1.09
2014-03-14,7.60,7.67,7.31,7.34,-0.35,-4.55,46496,3462,4.68,0.86
2014-03-17,7.31,7.42,7.15,7.38,0.04,0.55,40778,2985,3.68,0.75
2014-03-18,7.39,8.00,7.29,7.89,0.51,6.91,93710,7164,9.62,1.72
2014-03-19,7.80,7.85,7.57,7.79,-0.10,-1.27,55075,4241,3.55,1.01
2014-03-20,7.71,7.95,7.40,7.50,-0.29,-3.72,44399,3415,7.06,0.82
2014-03-21,7.51,7.85,7.36,7.71,0.21,2.80,48110,3665,6.53,0.88
2014-03-24,7.80,8.17,7.72,7.89,0.18,2.33,76119,6044,5.84,1.40
2014-03-25,7.80,8.68,7.80,8.44,0.55,6.97,94810,7866,11.15,1.74
2014-03-26,8.38,9.28,8.23,9.28,0.84,9.95,161891,14508,12.44,2.98
2014-09-22,9.97,10.16,9.32,9.67,0.43,4.65,299295,29269,9.09,5.50
2014-09-23,9.40,9.50,8.81,9.10,-0.57,-5.89,219166,19809,7.14,4.03
2014-09-24,8.96,9.08,8.76,9.01,-0.09,-0.99,129573,11549,3.52,2.38
2014-09-25,8.93,9.06,8.80,8.85,-0.16,-1.78,100857,9006,2.89,1.85
2014-09-26,8.78,9.14,8.65,9.10,0.25,2.82,141163,12622,5.54,2.60
2014-09-29,9.05,9.40,9.01,9.35,0.25,2.75,103863,9532,4.29,1.91
2014-09-30,9.30,9.70,9.24,9.68,0.33,3.53,194447,18437,4.92,3.58
2014-10-08,9.45,9.69,9.37,9.41,-0.27,-2.79,124514,11769,3.31,2.29
2014-10-09,9.42,9.48,9.05,9.10,-0.31,-3.29,101469,9283,4.57,1.87
2014-10-10,9.05,9.05,8.84,8.97,-0.13,-1.43,65814,5879,2.31,1.21
2014-10-13,8.83,9.10,8.83,9.07,0.10,1.11,40090,3613,3.01,0.74
2014-10-14,9.08,9.14,8.85,8.91,-0.16,-1.76,42227,3778,3.20,0.78
2014-10-15,8.93,8.98,8.50,8.69,-0.22,-2.47,61975,5365,5.39,1.14
2014-10-16,8.58,8.65,8.37,8.39,-0.30,-3.45,46337,3950,3.22,0.85
2014-10-17,8.36,8.36,8.08,8.16,-0.23,-2.74,52777,4314,3.34,0.97
2014-10-20,8.21,8.32,8.21,8.30,0.14,1.72,26945,2229,1.35,0.50
2014-10-21,8.29,8.29,8.13,8.16,-0.14,-1.69,23395,1919,1.93,0.43
2014-10-22,8.22,8.25,8.04,8.05,-0.11,-1.35,24997,2040,2.57,0.46
2014-10-23,8.08,8.12,7.62,7.63,-0.42,-5.22,50163,3912,6.21,0.92
2014-10-24,7.69,7.78,7.66,7.72,0.09,1.18,25571,1971,1.57,0.47
2014-10-27,7.75,7.86,7.72,7.84,0.12,1.55,25460,1985,1.81,0.47
2014-10-28,7.85,8.03,7.82,8.03,0.19,2.42,34805,2761,2.68,0.64
2014-10-29,8.05,8.28,7.89,8.18,0.15,1.87,49664,4021,4.86,0.91
2014-10-30,8.14,8.24,8.09,8.12,-0.06,-0.73,36930,3010,1.83,0.68
2014-10-31,8.11,8.85,8.04,8.63,0.51,6.28,113165,9548,9.98,2.08
2014-11-03,8.48,8.83,8.46,8.78,0.15,1.74,84850,7358,4.29,1.56
2014-11-04,8.66,8.78,8.61,8.64,-0.14,-1.59,40774,3541,1.94,0.75
2014-11-05,8.68,8.79,8.50,8.70,0.06,0.69,39657,3442,3.36,0.73
2014-11-06,8.64,8.76,8.56,8.65,-0.05,-0.57,20839,1798,2.30,0.38
2014-11-07,8.66,8.88,8.37,8.59,-0.06,-0.69,63952,5529,5.90,1.18
2014-11-10,8.55,9.29,8.41,9.07,0.48,5.59,164784,14686,10.24,3.03
2014-11-11,9.05,9.17,8.16,8.55,-0.52,-5.73,137841,12019,11.14,2.54
2014-11-12,8.35,8.65,8.20,8.46,-0.09,-1.05,84304,7030,5.26,1.55
2014-11-13,8.35,8.40,8.08,8.11,-0.35,-4.14,53538,4384,3.78,0.98
2014-11-14,8.08,8.18,8.00,8.02,-0.09,-1.11,28372,2296,2.22,0.52
2014-11-17,8.02,8.14,7.90,8.04,0.02,0.25,23309,1863,2.99,0.43
2014-11-18,8.04,8.21,7.97,8.19,0.15,1.87,28367,2306,2.99,0.52
2014-11-19,8.17,8.49,7.97,8.42,0.23,2.81,66244,5549,6.35,1.22
2014-11-20,8.44,8.48,8.35,8.37,-0.05,-0.59,38157,3199,1.54,0.70
2014-11-21,8.36,8.74,8.35,8.65,0.28,3.35,91388,7837,4.66,1.68
2014-11-24,8.71,9.05,8.68,8.86,0.21,2.43,154399,13682,4.28,2.84
2014-11-25,8.96,9.75,8.96,9.75,0.89,10.05,316288,30064,8.92,5.82
2014-11-26,10.03,10.73,9.70,10.71,0.96,9.85,303768,31155,10.56,5.59
2014-11-27,10.58,10.68,10.26,10.60,-0.11,-1.03,156244,16299,3.92,2.87
2014-11-28,10.58,10.70,10.10,10.23,-0.37,-3.49,276470,28707,5.66,5.08
2014-12-01,10.15,10.16,9.57,10.12,-0.11,-1.08,143678,14053,5.77,2.64
2014-12-02,10.03,11.12,9.80,10.77,0.65,6.42,226696,23702,13.04,4.17
2014-12-03,10.43,11.04,10.09,10.52,-0.25,-2.32,197014,20536,8.82,3.62
2014-12-04,10.36,11.10,10.18,10.35,-0.17,-1.62,266190,27817,8.75,4.90
2014-12-05,10.38,10.38,9.42,9.60,-0.75,-7.25,114112,11183,9.28,2.10
2014-12-08,9.52,9.97,9.31,9.48,-0.12,-1.25,120409,11483,6.88,2.21
2014-12-09,9.55,9.63,8.53,8.58,-0.90,-9.49,110395,10042,11.60,2.03
2014-12-10,8.40,8.90,8.35,8.87,0.29,3.38,56650,4936,6.41,1.04
2014-12-11,8.88,9.28,8.88,9.20,0.33,3.72,54211,4944,4.51,1.00
2014-12-12,9.24,9.26,9.11,9.18,-0.02,-0.22,31308,2870,1.63,0.58
2014-12-15,9.17,9.39,9.09,9.35,0.17,1.85,43045,3975,3.27,0.79
2014-12-16,9.40,9.40,9.20,9.24,-0.11,-1.18,35760,3313,2.14,0.66
2014-12-17,9.25,9.25,8.80,8.96,-0.28,-3.03,41162,3713,4.87,0.76
2014-12-18,9.00,9.23,9.00,9.16,0.20,2.23,42723,3909,2.57,0.79
2014-12-19,9.20,9.20,8.77,8.89,-0.27,-2.95,45110,4029,4.69,0.83
2014-12-22,8.88,8.88,8.25,8.27,-0.62,-6.97,45603,3869,7.09,0.84
2014-12-23,8.28,8.47,8.25,8.44,0.17,2.06,23136,1935,2.66,0.43
2014-12-24,8.48,8.55,8.38,8.54,0.10,1.18,18203,1540,2.01,0.33
2014-12-25,8.61,8.70,8.51,8.69,0.15,1.76,17969,1545,2.22,0.33
2014-12-26,8.70,8.78,8.50,8.68,-0.01,-0.12,31296,2697,3.22,0.58
2014-12-29,8.72,8.72,8.31,8.34,-0.34,-3.92,30148,2556,4.72,0.55
2014-12-30,8.34,8.52,8.32,8.36,0.02,0.24,16399,1381,2.40,0.30
2014-12-31,8.35,8.68,8.35,8.67,0.31,3.71,27796,2372,3.95,0.51
2015-01-05,8.67,8.90,8.67,8.79,0.12,1.38,44405,3905,2.65,0.82
2015-01-06,8.71,8.93,8.65,8.90,0.11,1.25,52384,4628,3.19,0.96
2015-01-07,8.92,8.93,8.81,8.92,0.02,0.22,32110,2849,1.35,0.59
2015-01-08,8.95,8.95,8.80,8.84,-0.08,-0.90,28192,2497,1.68,0.52
2015-01-09,8.83,8.84,8.52,8.52,-0.32,-3.62,29711,2589,3.62,0.55
