日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
2014-01-02,6.37,6.47,6.34,6.37,0.00,0.00,58616,3749,2.04,0.87
2014-01-03,6.35,6.35,6.19,6.23,-0.14,-2.20,68266,4255,2.51,1.01
2014-01-06,6.22,6.22,6.02,6.06,-0.17,-2.73,60181,3659,3.21,0.89
2014-01-07,6.00,6.14,6.00,6.09,0.03,0.50,36283,2203,2.31,0.54
2014-01-08,6.11,6.24,6.02,6.11,0.02,0.33,55546,3418,3.61,0.82
2014-01-09,6.11,6.20,6.03,6.04,-0.07,-1.15,42428,2597,2.78,0.63
2014-01-10,6.00,6.02,5.67,5.71,-0.33,-5.46,82947,4825,5.79,1.23
2014-01-13,5.68,5.74,5.53,5.65,-0.06,-1.05,52154,2935,3.68,0.77
2014-01-14,5.64,5.74,5.60,5.73,0.08,1.42,45245,2571,2.48,0.67
2014-01-15,5.72,5.78,5.65,5.74,0.01,0.17,40274,2304,2.27,0.60
2014-01-16,5.72,5.80,5.66,5.74,0.00,0.00,51835,2977,2.44,0.77
2014-01-17,5.70,5.72,5.53,5.59,-0.15,-2.61,55578,3117,3.31,0.82
2014-01-20,5.51,5.64,5.51,5.59,0.00,0.00,28887,1612,2.33,0.43
2014-01-21,5.62,5.74,5.57,5.70,0.11,1.97,41026,2336,3.04,0.61
2014-01-22,5.70,5.92,5.68,5.91,0.21,3.68,71926,4210,4.21,1.06
2014-01-23,5.90,5.94,5.84,5.86,-0.05,-0.85,60667,3567,1.69,0.90
2014-01-24,5.85,6.07,5.80,6.02,0.16,2.73,70021,4186,4.61,1.04
2014-01-27,5.97,5.99,5.88,5.90,-0.12,-1.99,51260,3039,1.83,0.76
2014-01-28,5.94,5.97,5.84,5.91,0.01,0.17,27333,1615,2.20,0.40
2014-01-29,5.92,5.96,5.89,5.94,0.03,0.51,26990,1600,1.18,0.40
2014-01-30,5.93,5.95,5.85,5.89,-0.05,-0.84,22837,1345,1.68,0.34
2014-02-07,5.86,6.01,5.80,5.97,0.08,1.36,35013,2079,3.57,0.52
2014-02-10,6.01,6.23,6.01,6.22,0.25,4.19,84939,5233,3.69,1.26
2014-02-11,6.24,6.46,6.20,6.39,0.17,2.73,120983,7651,4.18,1.79
2014-02-12,6.43,6.55,6.30,6.48,0.09,1.41,128808,8268,3.91,1.91
2014-02-13,6.67,6.97,6.52,6.55,0.07,1.08,291833,19723,6.94,4.32
2014-02-14,6.44,6.59,6.40,6.59,0.04,0.61,106401,6912,2.90,1.57
2014-02-17,6.58,6.63,6.49,6.61,0.02,0.30,98529,6463,2.12,1.46
2014-02-18,6.59,6.59,6.40,6.45,-0.16,-2.42,114841,7431,2.87,1.70
2014-02-19,6.44,6.68,6.41,6.66,0.21,3.26,129587,8501,4.19,1.92
2014-02-20,6.64,6.75,6.49,6.56,-0.10,-1.50,140766,9348,3.90,2.08
2014-02-21,6.57,6.57,6.30,6.33,-0.23,-3.51,78450,5023,4.12,1.16
2014-02-24,6.30,6.30,6.19,6.21,-0.12,-1.90,62243,3876,1.74,0.92
2014-02-25,6.21,6.32,5.95,6.03,-0.18,-2.90,73530,4515,5.96,1.09
2014-02-26,6.06,6.06,5.90,5.99,-0.04,-0.66,51161,3048,2.65,0.76
2014-02-27,5.98,6.07,5.82,5.84,-0.15,-2.50,71368,4251,4.17,1.06
2014-02-28,5.85,6.09,5.84,6.08,0.24,4.11,54584,3253,4.28,0.81
2014-03-03,6.08,6.65,6.07,6.50,0.42,6.91,211031,13580,9.54,3.12
2014-03-04,6.45,6.55,6.40,6.46,-0.04,-0.62,73412,4749,2.31,1.09
2014-03-05,6.46,6.59,6.43,6.51,0.05,0.77,80594,5239,2.48,1.19
2014-03-06,6.46,6.64,6.37,6.57,0.06,0.92,107277,7004,4.15,1.59
2014-03-07,6.51,6.65,6.31,6.34,-0.23,-3.50,98722,6377,5.18,1.46
2014-03-10,6.29,6.29,6.04,6.11,-0.23,-3.63,61229,3768,3.94,0.91
2014-03-11,6.12,6.19,6.03,6.10,-0.01,-0.16,47882,2919,2.62,0.71
2014-03-12,6.09,6.14,5.88,6.05,-0.05,-0.82,63609,3825,4.26,0.94
2014-03-13,6.05,6.14,6.03,6.10,0.05,0.83,33636,2043,1.82,0.50
2014-03-14,6.08,6.11,5.96,5.99,-0.11,-1.80,31144,1881,2.46,0.46
2014-03-17,6.11,6.20,6.07,6.13,0.14,2.34,52460,3211,2.17,0.78
2014-03-18,6.11,6.16,6.09,6.13,0.00,0.00,37759,2311,1.14,0.56
2014-03-19,6.13,6.13,5.94,6.05,-0.08,-1.31,45107,2717,3.10,0.67
2014-03-20,6.04,6.10,5.92,5.94,-0.11,-1.82,37695,2269,2.98,0.56
2014-03-21,5.93,6.12,5.81,6.09,0.15,2.53,60393,3607,5.22,0.89
2014-03-24,6.09,6.22,6.04,6.17,0.08,1.31,67811,4166,2.96,1.00
2014-03-25,6.15,6.30,6.10,6.29,0.12,1.94,92781,5754,3.24,1.37
2014-03-26,6.25,6.32,6.18,6.19,-0.10,-1.59,57360,3577,2.23,0.85
2014-03-27,6.17,6.40,6.10,6.29,0.10,1.62,135239,8528,4.85,2.00
2014-03-28,6.27,6.53,6.27,6.43,0.14,2.23,180471,11590,4.13,2.67
2014-03-31,6.58,7.07,6.50,7.07,0.64,9.95,732089,50973,8.86,10.83
2014-04-01,7.05,7.69,6.97,7.45,0.38,5.37,862715,63607,10.18,12.77
2014-04-02,7.33,7.60,7.24,7.43,-0.02,-0.27,469606,34676,4.83,6.95
2014-04-03,7.38,7.62,7.22,7.53,0.10,1.35,541914,40208,5.38,8.02
2014-04-04,7.37,7.42,7.17,7.31,-0.22,-2.92,325869,23755,3.32,4.82
2014-04-08,7.24,7.36,7.08,7.34,0.03,0.41,321461,23174,3.83,4.76
2014-04-09,7.29,7.49,7.14,7.27,-0.07,-0.95,304724,22223,4.77,4.51
2014-04-10,7.24,7.88,7.23,7.36,0.09,1.24,543961,41055,8.94,8.05
2014-04-11,7.13,7.14,6.81,6.99,-0.37,-5.03,370967,25930,4.48,5.49
2014-04-14,7.15,7.69,7.12,7.69,0.70,10.01,473954,35137,8.15,7.01
2014-04-15,8.00,8.40,7.93,8.04,0.35,4.55,979099,80025,6.11,14.49
2014-04-16,7.96,8.84,7.91,8.84,0.80,9.95,1052918,90081,11.57,15.58
2014-04-17,9.06,9.20,8.66,8.73,-0.11,-1.24,1035828,92425,6.11,15.33
2014-04-18,8.70,8.88,8.48,8.62,-0.11,-1.26,609078,52590,4.58,9.01
2014-04-21,8.59,9.26,8.59,8.67,0.05,0.58,921454,82131,7.77,13.64
2014-04-22,8.41,8.86,8.11,8.81,0.14,1.61,637419,53663,8.65,9.43
2014-04-23,8.65,8.82,8.41,8.44,-0.37,-4.20,414038,35719,4.65,6.13
2014-04-24,8.30,8.54,7.96,7.99,-0.45,-5.33,410398,33762,6.87,6.07
2014-04-25,7.94,8.10,7.66,7.73,-0.26,-3.25,480972,37812,5.51,7.12
2014-04-28,7.62,7.93,7.52,7.65,-0.08,-1.03,379303,29242,5.30,5.61
2014-04-29,7.88,8.42,7.83,8.42,0.77,10.07,620397,50288,7.71,9.18
2014-04-30,8.47,8.79,8.32,8.59,0.17,2.02,734685,62947,5.58,10.87
2014-05-05,8.58,8.79,8.27,8.50,-0.09,-1.05,500186,42703,6.05,7.40
2014-05-06,8.47,9.25,8.13,9.02,0.52,6.12,808827,70252,13.18,11.97
2014-05-07,8.75,8.92,8.49,8.66,-0.36,-3.99,511495,44504,4.77,7.57
2014-05-08,8.66,9.14,8.28,8.36,-0.30,-3.46,589864,51401,9.93,8.73
2014-05-09,8.17,8.93,8.07,8.62,0.26,3.11,659720,56206,10.29,9.76
2014-05-12,8.48,8.80,8.36,8.71,0.09,1.04,529974,45417,5.10,7.84
2014-05-13,8.68,9.28,8.55,9.12,0.41,4.71,801105,71886,8.38,11.85
2014-05-14,8.96,9.26,8.86,8.96,-0.16,-1.75,522788,47201,4.39,7.74
2014-05-15,8.95,9.75,8.88,9.34,0.38,4.24,902922,84026,9.71,13.36
2014-05-16,9.20,9.36,8.70,9.04,-0.30,-3.21,603097,54193,7.07,8.92
2014-05-19,8.90,8.96,8.58,8.72,-0.32,-3.54,328320,28724,4.20,4.86
2014-05-20,8.76,9.18,8.63,9.04,0.32,3.67,446295,39810,6.31,6.60
2014-05-21,9.00,9.35,8.90,9.16,0.12,1.33,480671,43965,4.98,7.11
2014-05-22,9.05,9.20,8.61,8.66,-0.50,-5.46,530064,47387,6.44,7.84
2014-05-23,8.55,8.98,8.50,8.77,0.11,1.27,388594,34008,5.54,5.75
2014-05-26,8.81,9.29,8.68,9.26,0.49,5.59,652192,59414,6.96,9.65
2014-05-27,9.45,10.11,9.11,9.71,0.45,4.86,1029033,98412,10.80,15.23
2014-05-28,9.50,9.83,9.34,9.54,-0.17,-1.75,669730,63734,5.05,9.91
2014-05-29,9.50,10.05,9.50,9.59,0.05,0.52,863210,84362,5.77,12.77
2014-05-30,9.60,9.96,9.05,9.26,-0.33,-3.44,802043,76150,9.49,11.87
