日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
2014-01-02,28.80,28.99,28.54,28.70,-0.18,-0.62,28896,8311,1.56,0.98
2014-01-03,28.51,28.66,27.91,28.02,-0.68,-2.37,42331,11912,2.61,1.44
2014-01-06,28.01,28.01,26.98,27.02,-1.00,-3.57,41918,11419,3.68,1.43
2014-01-07,26.88,27.27,26.67,26.91,-0.11,-0.41,35349,9519,2.22,1.20
2014-01-08,27.03,27.35,26.78,27.09,0.18,0.67,34150,9240,2.12,1.16
2014-01-09,27.03,27.14,26.38,26.47,-0.62,-2.29,44465,11913,2.81,1.51
2014-01-10,26.27,26.39,25.90,26.07,-0.40,-1.51,30090,7866,1.85,1.02
2014-01-13,26.09,26.44,25.96,26.21,0.14,0.54,24458,6391,1.84,0.83
2014-01-14,26.18,26.65,26.11,26.63,0.42,1.60,24664,6505,2.06,0.84
2014-01-15,26.61,26.72,26.17,26.30,-0.33,-1.24,30102,7928,2.07,1.02
2014-01-16,26.34,26.60,26.23,26.39,0.09,0.34,29339,7737,1.41,1.00
2014-01-17,26.33,26.33,25.68,25.85,-0.54,-2.05,37060,9587,2.46,1.26
2014-01-20,25.88,25.95,25.52,25.53,-0.32,-1.24,33305,8545,1.66,1.13
2014-01-21,25.70,25.95,25.55,25.70,0.17,0.67,55092,14157,1.57,1.88
2014-01-22,25.72,26.47,25.69,26.44,0.74,2.88,67997,17781,3.04,2.32
2014-01-23,26.30,26.58,26.19,26.37,-0.07,-0.26,49337,13005,1.48,1.68
2014-01-24,26.25,26.75,26.00,26.63,0.26,0.99,61903,16438,2.84,2.11
2014-01-27,26.36,26.69,26.31,26.44,-0.19,-0.71,43043,11406,1.43,1.47
2014-01-28,26.40,26.90,26.20,26.87,0.43,1.63,42067,11153,2.65,1.43
2014-01-29,27.20,28.24,27.15,27.87,1.00,3.72,95056,26328,4.06,3.24
2014-01-30,27.51,28.00,27.26,27.30,-0.57,-2.05,41036,11318,2.66,1.40
2014-02-07,27.11,27.46,26.76,27.26,-0.04,-0.15,43310,11733,2.56,1.47
2014-02-10,27.33,27.95,27.33,27.72,0.46,1.69,54215,15001,2.27,1.85
2014-02-11,27.85,28.35,27.63,27.88,0.16,0.58,62655,17553,2.60,2.13
2014-02-12,28.00,28.21,27.46,27.82,-0.06,-0.22,67988,18854,2.69,2.31
2014-02-13,27.82,27.85,27.18,27.21,-0.61,-2.19,64419,17697,2.41,2.19
2014-02-14,27.21,27.62,27.13,27.53,0.32,1.18,48156,13202,1.80,1.64
2014-02-17,27.60,28.01,27.58,27.98,0.45,1.63,64366,17885,1.56,2.19
2014-02-18,28.02,28.05,27.45,27.57,-0.41,-1.47,51698,14286,2.14,1.76
2014-02-19,27.50,27.87,27.22,27.84,0.27,0.98,48724,13426,2.36,1.66
2014-02-20,27.84,28.88,27.84,28.28,0.44,1.58,117721,33477,3.74,4.01
2014-02-21,28.27,28.43,27.38,27.75,-0.53,-1.87,61457,17090,3.71,2.09
2014-02-24,27.45,27.59,26.88,26.91,-0.84,-3.03,56592,15323,2.56,1.93
2014-02-25,26.93,27.29,26.03,26.23,-0.68,-2.53,55846,15000,4.68,1.90
2014-02-26,26.20,26.58,26.02,26.55,0.32,1.22,33998,8946,2.14,1.16
2014-02-27,26.70,26.70,26.06,26.10,-0.45,-1.69,39528,10414,2.41,1.35
2014-02-28,26.08,26.57,26.08,26.55,0.45,1.72,29820,7851,1.88,1.02
2014-03-03,26.60,26.99,26.38,26.76,0.21,0.79,41885,11198,2.30,1.43
2014-03-04,26.65,26.75,26.32,26.60,-0.16,-0.60,31366,8329,1.61,1.07
2014-03-05,26.70,26.95,26.38,26.71,0.11,0.41,33947,9039,2.14,1.16
2014-03-06,26.76,26.76,26.33,26.58,-0.13,-0.49,30155,7994,1.61,1.03
2014-03-07,26.65,26.78,26.39,26.41,-0.17,-0.64,28235,7496,1.47,0.96
2014-03-10,26.20,26.21,25.38,25.43,-0.98,-3.71,46061,11836,3.14,1.57
2014-03-11,25.49,25.78,25.27,25.56,0.13,0.51,24673,6283,2.01,0.84
2014-03-12,25.46,25.75,25.30,25.65,0.09,0.35,25666,6555,1.76,0.87
2014-03-13,25.65,25.98,25.41,25.86,0.21,0.82,32891,8473,2.22,1.12
2014-03-14,25.69,26.18,25.64,25.98,0.12,0.46,25857,6691,2.09,0.88
2014-03-17,26.17,26.17,25.77,26.08,0.10,0.38,24517,6369,1.54,0.83
2014-03-18,26.10,26.12,25.81,25.93,-0.15,-0.58,27158,7051,1.19,0.92
2014-03-19,25.85,25.87,25.50,25.70,-0.23,-0.89,29565,7577,1.43,1.01
2014-03-20,25.64,26.15,25.52,25.55,-0.15,-0.58,30052,7765,2.45,1.02
2014-03-21,25.49,26.25,25.38,26.13,0.58,2.27,39052,10098,3.41,1.33
2014-03-24,26.20,26.39,25.93,26.37,0.24,0.92,41199,10780,1.76,1.40
2014-03-25,26.29,26.46,26.15,26.24,-0.13,-0.49,32288,8491,1.18,1.10
2014-03-26,26.26,26.48,26.12,26.46,0.22,0.84,27773,7304,1.37,0.95
2014-03-27,26.36,26.51,26.16,26.22,-0.24,-0.91,24380,6422,1.32,0.83
2014-03-28,26.20,26.39,26.06,26.27,0.05,0.19,28054,7366,1.26,0.96
2014-03-31,26.37,26.86,26.28,26.63,0.36,1.37,43138,11476,2.21,1.47
2014-04-01,26.60,26.88,26.47,26.81,0.18,0.68,32400,8666,1.54,1.10
2014-04-02,26.85,26.96,26.69,26.96,0.15,0.56,29708,7980,1.01,1.01
2014-04-03,26.99,27.12,26.60,26.72,-0.24,-0.89,32848,8815,1.93,1.12
2014-04-04,26.72,27.48,26.57,27.38,0.66,2.47,48593,13213,3.41,1.65
2014-04-08,27.38,27.84,27.36,27.65,0.27,0.99,60062,16556,1.75,2.04
2014-04-09,27.76,28.09,27.56,27.86,0.21,0.76,61113,17013,1.92,2.08
2014-04-10,28.30,28.31,27.61,27.70,-0.16,-0.57,99299,27788,2.51,3.38
2014-04-11,27.70,28.80,27.70,28.36,0.66,2.38,100368,28552,3.97,3.42
2014-04-14,28.42,28.87,28.26,28.42,0.06,0.21,66298,18926,2.15,2.26
2014-04-15,28.50,28.50,27.63,27.68,-0.74,-2.60,68740,19199,3.06,2.34
2014-04-16,27.75,27.94,27.63,27.84,0.16,0.58,34357,9550,1.12,1.17
2014-04-17,27.98,28.09,27.60,27.64,-0.20,-0.72,35151,9749,1.76,1.20
2014-04-18,27.52,27.82,27.43,27.78,0.14,0.51,44840,12415,1.41,1.53
2014-04-21,27.65,27.96,27.51,27.61,-0.17,-0.61,41328,11460,1.62,1.41
2014-04-22,27.52,27.74,27.16,27.45,-0.16,-0.58,32118,8820,2.10,1.09
2014-04-23,27.45,27.56,27.10,27.17,-0.28,-1.02,31983,8730,1.68,1.09
2014-04-24,27.23,28.00,27.10,27.74,0.57,2.10,50255,13913,3.31,1.71
2014-04-25,27.77,28.50,27.70,27.87,0.13,0.47,73622,20708,2.88,2.51
