日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
2014-01-02,7.57,7.65,7.47,7.63,0.08,1.06,7983,605,2.38,0.48
2014-01-03,7.63,7.64,7.00,7.64,0.01,0.13,12354,927,8.39,0.75
2014-01-06,7.64,7.64,7.29,7.32,-0.32,-4.19,11544,858,4.58,0.70
2014-01-07,7.23,7.37,7.22,7.27,-0.05,-0.68,6603,481,2.05,0.40
2014-01-08,7.32,7.35,7.18,7.20,-0.07,-0.96,7467,542,2.34,0.45
2014-01-09,7.19,7.30,7.02,7.05,-0.15,-2.08,13014,928,3.89,0.79
2014-01-10,7.02,7.04,6.78,6.81,-0.24,-3.40,12782,877,3.69,0.77
2014-01-13,6.80,7.08,6.76,6.88,0.07,1.03,9589,664,4.70,0.58
2014-01-14,6.88,6.99,6.85,6.99,0.11,1.60,6612,459,2.03,0.40
2014-01-15,6.98,7.00,6.84,6.97,-0.02,-0.29,7399,511,2.29,0.45
2014-01-16,6.99,7.17,6.93,7.07,0.10,1.43,11089,784,3.44,0.67
2014-01-17,7.02,7.05,6.90,6.98,-0.09,-1.27,9890,687,2.12,0.60
2014-01-20,6.70,6.97,6.70,6.81,-0.17,-2.44,5869,402,3.87,0.36
2014-01-21,6.89,6.99,6.75,6.88,0.07,1.03,6834,469,3.52,0.41
2014-01-22,6.87,7.06,6.83,7.04,0.16,2.33,10469,732,3.34,0.63
2014-01-23,7.04,7.12,7.00,7.08,0.04,0.57,8331,587,1.70,0.50
2014-01-24,7.08,7.24,7.02,7.14,0.06,0.85,13333,953,3.11,0.81
2014-01-27,7.09,7.10,6.82,6.92,-0.22,-3.08,11048,773,3.92,0.67
2014-01-28,6.98,7.03,6.91,7.00,0.08,1.16,10368,721,1.73,0.63
2014-01-29,7.00,7.03,6.96,7.02,0.02,0.29,7987,559,1.00,0.48
2014-01-30,7.05,7.05,6.96,6.99,-0.03,-0.43,5919,415,1.28,0.36
2014-02-07,6.81,7.03,6.80,6.99,0.00,0.00,9205,641,3.29,0.56
2014-02-10,7.00,7.22,7.00,7.19,0.20,2.86,18643,1335,3.15,1.13
2014-02-11,7.21,7.33,7.19,7.29,0.10,1.39,16940,1231,1.95,1.03
2014-02-12,7.28,7.40,7.23,7.35,0.06,0.82,17149,1258,2.33,1.04
2014-02-13,7.40,7.46,7.26,7.28,-0.07,-0.95,18006,1323,2.72,1.09
2014-02-14,7.25,7.62,7.23,7.54,0.26,3.57,26411,1964,5.36,1.60
2014-02-17,7.61,7.61,7.45,7.55,0.01,0.13,21688,1631,2.12,1.31
2014-02-18,7.55,7.55,7.42,7.44,-0.11,-1.46,17530,1310,1.72,1.06
2014-02-19,7.42,7.51,7.37,7.50,0.06,0.81,20170,1502,1.88,1.22
2014-02-20,7.54,7.54,7.37,7.37,-0.13,-1.73,20341,1516,2.27,1.23
2014-02-21,7.35,7.38,7.16,7.22,-0.15,-2.04,19353,1405,2.99,1.17
2014-02-24,7.21,7.21,7.07,7.16,-0.06,-0.83,13181,942,1.94,0.80
2014-02-25,7.19,7.29,6.90,6.92,-0.24,-3.35,20112,1432,5.45,1.22
2014-02-26,6.91,7.04,6.83,7.01,0.09,1.30,12172,846,3.03,0.74
2014-02-27,7.03,7.11,6.89,6.93,-0.08,-1.14,11656,815,3.14,0.71
2014-02-28,6.85,7.05,6.85,7.04,0.11,1.59,12530,870,2.89,0.76
2014-03-03,7.05,7.16,7.00,7.11,0.07,0.99,16001,1138,2.27,0.97
2014-03-04,7.07,7.34,7.07,7.28,0.17,2.39,22910,1652,3.80,1.39
2014-03-05,7.30,7.35,7.17,7.19,-0.09,-1.24,11526,832,2.47,0.70
2014-03-06,7.18,7.22,7.10,7.17,-0.02,-0.28,8564,612,1.67,0.52
2014-03-07,7.15,7.28,7.15,7.21,0.04,0.56,11280,812,1.81,0.68
2014-03-10,7.22,7.24,6.85,6.91,-0.30,-4.16,14154,990,5.41,0.86
2014-03-11,6.90,6.98,6.89,6.92,0.01,0.14,8212,569,1.30,0.50
2014-03-12,6.95,7.03,6.90,7.02,0.10,1.45,12402,863,1.88,0.75
2014-03-13,7.00,7.21,7.00,7.16,0.14,1.99,12656,905,2.99,0.77
2014-03-14,7.13,7.17,7.06,7.11,-0.05,-0.70,7557,538,1.54,0.46
2014-03-17,7.17,7.32,7.13,7.29,0.18,2.53,16743,1216,2.67,1.01
2014-03-18,7.34,7.36,7.24,7.27,-0.02,-0.27,13105,956,1.65,0.79
2014-03-19,7.25,7.28,7.13,7.28,0.01,0.14,10589,763,2.06,0.64
2014-03-20,7.27,7.39,7.01,7.04,-0.24,-3.30,11941,864,5.22,0.72
2014-03-21,7.05,7.29,7.04,7.27,0.23,3.27,15792,1132,3.55,0.96
2014-03-24,7.29,7.44,7.26,7.38,0.11,1.51,18069,1330,2.48,1.09
2014-03-25,7.39,7.44,7.30,7.43,0.05,0.68,14054,1037,1.90,0.85
2014-03-26,7.60,8.17,7.60,8.16,0.73,9.83,185873,14977,7.67,11.26
2014-03-27,7.80,8.05,7.80,7.85,-0.31,-3.80,89637,7102,3.06,5.43
2014-03-28,7.80,7.98,7.71,7.74,-0.11,-1.40,49392,3882,3.44,2.99
2014-03-31,7.66,7.79,7.43,7.53,-0.21,-2.71,42018,3165,4.65,2.55
2014-04-01,7.48,7.58,7.43,7.57,0.04,0.53,26288,1979,1.99,1.59
2014-04-02,7.56,7.63,7.43,7.60,0.03,0.40,37650,2837,2.64,2.28
2014-04-03,7.60,7.63,7.43,7.49,-0.11,-1.45,29292,2191,2.63,1.77
