日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
2014-01-02,11.30,11.33,11.10,11.28,-0.10,-0.88,49505,5553,2.02,1.30
2014-01-03,11.27,11.35,11.06,11.15,-0.13,-1.15,49879,5579,2.57,1.31
2014-01-06,11.13,11.14,10.63,10.65,-0.50,-4.48,57722,6226,4.57,1.51
2014-01-07,10.61,10.87,10.56,10.72,0.07,0.66,39555,4252,2.91,1.04
2014-01-08,10.75,10.84,10.63,10.68,-0.04,-0.37,27768,2980,1.96,0.73
2014-01-09,10.61,10.86,10.46,10.50,-0.18,-1.69,39762,4244,3.75,1.04
2014-01-10,10.48,10.58,10.30,10.41,-0.09,-0.86,35613,3708,2.67,0.93
2014-01-13,10.41,10.45,10.11,10.19,-0.22,-2.11,32895,3383,3.27,0.86
2014-01-14,10.24,10.35,9.87,10.34,0.15,1.47,63789,6457,4.71,1.67
2014-01-15,10.33,10.35,10.13,10.30,-0.04,-0.39,35670,3659,2.13,0.93
2014-01-16,10.27,10.50,10.23,10.31,0.01,0.10,44474,4619,2.62,1.16
2014-01-17,10.32,10.33,10.15,10.16,-0.15,-1.45,28436,2905,1.75,0.74
2014-01-20,10.14,10.25,10.05,10.17,0.01,0.10,22944,2327,1.97,0.60
2014-01-21,10.22,10.40,10.19,10.34,0.17,1.67,31314,3231,2.06,0.82
2014-01-22,10.41,10.65,10.34,10.60,0.26,2.51,50878,5364,3.00,1.33
2014-01-23,10.58,10.66,10.49,10.56,-0.04,-0.38,45532,4806,1.60,1.19
2014-01-24,10.52,10.94,10.49,10.75,0.19,1.80,57431,6171,4.26,1.50
2014-01-27,10.67,10.81,10.56,10.67,-0.08,-0.74,37789,4037,2.33,0.99
2014-01-28,10.71,10.88,10.60,10.72,0.05,0.47,37413,4014,2.62,0.98
2014-01-29,10.77,10.93,10.65,10.76,0.04,0.37,36656,3935,2.61,0.96
2014-01-30,10.71,10.86,10.58,10.68,-0.08,-0.74,35594,3808,2.60,0.93
2014-02-07,10.55,10.83,10.45,10.80,0.12,1.12,44949,4804,3.56,1.18
2014-02-10,10.92,11.18,10.83,11.14,0.34,3.15,83905,9263,3.24,2.20
2014-02-11,11.13,11.16,10.95,11.07,-0.07,-0.63,65516,7254,1.89,1.72
2014-02-12,11.05,11.40,11.04,11.32,0.25,2.26,106652,12040,3.25,2.79
2014-02-13,11.33,11.46,11.11,11.15,-0.17,-1.50,85334,9661,3.09,2.23
2014-02-14,11.22,11.30,11.02,11.29,0.14,1.26,58754,6575,2.51,1.54
2014-02-17,11.36,11.50,11.25,11.45,0.16,1.42,78117,8893,2.21,2.05
2014-02-18,11.41,11.50,11.24,11.38,-0.07,-0.61,79019,8991,2.27,2.07
2014-02-19,11.33,11.42,11.25,11.31,-0.07,-0.62,68987,7810,1.49,1.81
2014-02-20,11.32,11.43,11.00,11.03,-0.28,-2.48,76560,8542,3.80,2.00
2014-02-21,11.03,11.35,11.00,11.14,0.11,1.00,67648,7569,3.17,1.77
2014-02-24,11.17,11.17,10.84,10.94,-0.20,-1.80,54735,5996,2.96,1.43
2014-02-25,10.94,11.19,10.58,10.64,-0.30,-2.74,71133,7804,5.58,1.86
2014-02-26,10.62,10.77,10.49,10.72,0.08,0.75,47165,5024,2.63,1.23
