日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,成交量,成交金额,振幅,换手率
2014-01-02,6.01,6.04,5.90,6.00,-0.04,-0.66,52478,3136,2.32,2.00
2014-01-03,5.98,6.00,5.82,5.90,-0.10,-1.67,51810,3051,3.00,1.98
2014-01-06,5.88,5.89,5.57,5.57,-0.33,-5.59,57352,3261,5.42,2.19
2014-01-07,5.57,5.65,5.51,5.63,0.06,1.08,43812,2448,2.51,1.67
2014-01-08,5.63,5.66,5.55,5.57,-0.06,-1.07,34967,1957,1.95,1.33
2014-01-09,5.57,5.62,5.41,5.42,-0.15,-2.69,46296,2558,3.77,1.77
2014-01-10,5.41,5.44,5.33,5.36,-0.06,-1.11,37120,2000,2.03,1.42
2014-01-13,5.37,5.52,5.37,5.49,0.13,2.43,43877,2395,2.80,1.67
2014-01-14,5.50,5.60,5.45,5.57,0.08,1.46,36942,2047,2.73,1.41
2014-01-15,5.58,5.65,5.48,5.63,0.06,1.08,45247,2523,3.05,1.73
2014-01-16,5.71,5.95,5.70,5.80,0.17,3.02,101923,5943,4.44,3.89
2014-01-17,5.76,5.80,5.63,5.72,-0.08,-1.38,43041,2453,2.93,1.64
2014-01-20,5.68,5.72,5.59,5.62,-0.10,-1.75,30054,1695,2.27,1.15
2014-01-21,5.64,5.73,5.63,5.73,0.11,1.96,35233,2006,1.78,1.34
2014-01-22,5.73,5.93,5.72,5.90,0.17,2.97,51851,3034,3.66,1.98
2014-01-23,5.89,5.96,5.86,5.88,-0.02,-0.34,55573,3283,1.69,2.12
2014-01-24,5.89,6.03,5.85,5.99,0.11,1.87,57509,3427,3.06,2.19
2014-01-27,5.95,6.05,5.91,5.96,-0.03,-0.50,48579,2901,2.34,1.85
2014-01-28,5.96,6.02,5.93,6.01,0.05,0.84,39781,2380,1.51,1.52
2014-01-29,6.02,6.08,5.94,5.99,-0.02,-0.33,38470,2301,2.33,1.47
2014-01-30,6.00,6.04,5.87,5.92,-0.07,-1.17,39691,2361,2.84,1.51
2014-02-07,5.88,5.91,5.79,5.91,-0.01,-0.17,43905,2571,2.03,1.68
2014-02-10,5.92,6.19,5.90,6.14,0.23,3.89,107215,6503,4.91,4.09
2014-02-11,6.13,6.22,6.08,6.17,0.03,0.49,80127,4936,2.28,3.06
2014-02-12,6.17,6.26,6.11,6.25,0.08,1.30,76985,4766,2.43,2.94
2014-02-13,6.24,6.35,6.15,6.20,-0.05,-0.80,81022,5057,3.20,3.09
2014-02-14,6.18,6.33,6.17,6.25,0.05,0.81,77150,4818,2.58,2.94
2014-02-17,6.26,6.37,6.22,6.33,0.08,1.28,84723,5332,2.40,3.23
2014-02-18,6.34,6.49,6.25,6.29,-0.04,-0.63,106694,6791,3.79,4.07
2014-02-19,6.33,6.49,6.25,6.33,0.04,0.64,90570,5759,3.82,3.46
2014-02-20,6.30,6.33,6.11,6.12,-0.21,-3.32,74124,4608,3.48,2.83
2014-02-21,6.11,6.19,6.05,6.11,-0.01,-0.16,43767,2679,2.29,1.67
2014-02-24,6.09,6.09,5.85,5.91,-0.20,-3.27,53528,3185,3.93,2.04
2014-02-25,5.91,6.00,5.74,5.76,-0.15,-2.54,47631,2811,4.40,1.82
2014-02-26,5.76,5.84,5.70,5.83,0.07,1.22,30683,1773,2.43,1.17
2014-02-27,5.83,5.88,5.75,5.75,-0.08,-1.37,40205,2343,2.23,1.53
2014-02-28,5.73,5.87,5.65,5.85,0.10,1.74,31592,1816,3.83,1.21
2014-03-03,5.84,6.00,5.78,5.98,0.13,2.22,33963,2014,3.76,1.30
